Gene_ID,TG_D14,TG_D0,log2FoldChange,pvalue,padj,GeneName,Chrom,Strand,Start,End,GeneLength,GeneType,GeneDescription,TG_D14_1_readcount,TG_D14_2_readcount,TG_D14_3_readcount,TG_D0_1_readcount,TG_D0_2_readcount,TG_D0_3_readcount,TG_D14_1_fpkm,TG_D14_2_fpkm,TG_D14_3_fpkm,TG_D0_1_fpkm,TG_D0_2_fpkm,TG_D0_3_fpkm
ENSMUSG00000087380,127.1194463,289.7258502,-1.0971,8.17E-11,8.51E-09,2210408F21Rik,chr6,+,31220351,31337404,1022,processed_transcript,RIKEN_cDNA_2210408F21_gene,145,141,110,249,297,308,7.266434997,7.129898416,6.302726418,13.49701348,14.02122278,13.68508626
ENSMUSG00000022244,198.4134432,442.9968138,-1.0906,2.99E-13,5.48E-11,Amacr,chr15,+,10981756,10996624,2575,protein_coding,alpha-methylacyl-CoA_racemase,227,214,176,384,453,468,4.514949637,4.294886243,4.00241485,8.261201619,8.487920535,8.253085381
ENSMUSG00000020684,652.9519686,1506.724866,-1.0898,7.00E-09,4.40E-07,Rasl10b,chr11,+,83409137,83421039,3481,protein_coding,RAS-like_family_10_member_B,710,672,635,1676,1101,1565,10.44620662,9.976549809,10.68209335,26.67222349,15.2603197,20.41540674
ENSMUSG00000026986,61.16785946,145.3073601,-1.0888,2.86E-07,1.16E-05,Hnmt,chr2,-,24002910,24049394,1656,protein_coding,histamine_N-methyltransferase,72,68,51,115,165,151,2.226775582,2.122089545,1.803418458,3.847040323,4.807330141,4.140610063
ENSMUSG00000004748,1347.313213,3045.038887,-1.0841,2.76E-10,2.40E-08,Mtfp1,chr11,-,4091480,4095445,1411,protein_coding,mitochondrial_fission_process_1,1318,1326,1478,3209,2650,2968,47.84016655,48.56592174,61.33863217,125.9887984,90.61481258,95.51786382
ENSMUSG00000005882,1181.916878,2608.785447,-1.082,3.13E-14,6.93E-12,Uqcc1,chr2,-,155846894,155930310,3067,protein_coding,ubiquinol-cytochrome_c_reductase_complex_assembly_factor_1,1276,1230,1146,2622,2398,2575,21.30792624,20.72556892,21.88051342,47.35961267,37.72382653,38.12511618
ENSMUSG00000038526,801.081759,1793.343179,-1.0806,3.76E-11,4.23E-09,Car14,chr3,-,95897768,95904691,1709,protein_coding,carbonic_anhydrase_14,1079,706,705,1491,1695,2108,32.33580435,21.34901113,24.15648392,48.33089207,47.85286848,56.01137862
ENSMUSG00000048755,286.1875097,653.0041629,-1.0761,6.96E-09,4.39E-07,Mcat,chr15,-,83546797,83555711,1893,protein_coding,malonyl_CoA:ACP_acyltransferase_(mitochondrial),340,322,233,730,596,558,9.198829928,8.790637737,7.207621529,21.36296243,15.19063687,13.38539844
ENSMUSG00000025477,2473.682845,5437.369914,-1.0741,1.35E-13,2.61E-11,Inpp5a,chr7,+,139389109,139579652,2826,protein_coding,inositol_polyphosphate-5-phosphatase_A,2671,2537,2428,5586,5311,4913,48.40676021,46.39417273,50.31102804,109.5009796,90.6743561,78.94458117
ENSMUSG00000067242,18.75176525,56.67074532,-1.0667,0.00037209,0.0047344,Lgi1,chr19,+,38264782,38308939,4259,protein_coding,leucine-rich_repeat_LGI_family_member_1,19,16,22,55,35,75,0.228481082,0.194145562,0.302483513,0.71539233,0.396497762,0.799652578
ENSMUSG00000045776,1981.876867,4269.248436,-1.0659,1.99E-18,1.03E-15,Lrtm1,chr14,+,29018208,29033642,7318,protein_coding,leucine-rich_repeats_and_transmembrane_domains_1,2070,2109,1941,3334,5025,4319,14.48712565,14.89358677,15.53172874,25.23843496,33.1301954,26.80022976
ENSMUSG00000027765,172.0238163,393.646766,-1.0642,9.63E-08,4.48E-06,P2ry1,chr3,+,61002795,61008979,3886,protein_coding,purinergic_receptor_P2Y_G-protein_coupled_1,216,133,179,380,376,394,2.846788753,1.768739888,2.697347507,5.417139641,4.668371241,4.604061794
ENSMUSG00000021456,267.1389152,598.335866,-1.0626,4.35E-09,2.97E-07,Fbp2,chr13,-,62836884,62858400,1325,protein_coding,fructose_bisphosphatase_2,248,269,299,573,531,644,9.586058809,10.49183681,13.21423351,23.95675405,19.33565904,22.07078131
ENSMUSG00000068823,4477.695123,9522.357905,-1.0602,2.38E-25,3.56E-22,Csde1,chr3,+,103020546,103058189,4201,protein_coding,cold_shock_domain_containing_E1_RNA_binding,4913,4747,4208,8313,9861,9867,59.89607571,58.39580848,58.65563171,109.6211438,113.2527128,106.6547409
ENSMUSG00000087679,585.7300102,1284.136611,-1.0581,2.37E-11,2.79E-09,C330006A16Rik,chr2,-,26136814,26140521,2483,lincRNA,RIKEN_cDNA_C330006A16_gene,634,564,603,1296,1208,1234,13.077262,11.73863259,14.22090579,28.91462155,23.47310552,22.56764069
ENSMUSG00000036390,88.31234233,220.7696717,-1.0576,2.99E-05,0.0006069,Gadd45a,chr6,-,67035096,67037457,1223,protein_coding,growth_arrest_and_DNA-damage-inducible_45_alpha,82,115,78,290,163,173,3.433931928,4.859443183,3.734692181,13.13592836,6.430451747,6.423435454
ENSMUSG00000043683,2384.796195,5149.782429,-1.0572,9.70E-15,2.42E-12,Fem1a,chr17,+,56256793,56263608,6816,protein_coding,feminization_1_homolog_a_(C._elegans),2597,2452,2318,5144,4929,4932,19.51401589,18.59113949,19.91455089,41.80811708,34.89069117,32.858006
ENSMUSG00000062908,7757.725978,16680.76874,-1.0546,1.80E-15,5.58E-13,Acadm,chr3,-,153922357,153944632,2047,protein_coding,acyl-Coenzyme_A_dehydrogenase_medium_chain,9395,7168,7418,14610,16347,18129,235.0624337,180.9652884,212.2050198,395.3862879,385.3013727,402.1644934
ENSMUSG00000050211,66.60625986,153.9786876,-1.0515,7.99E-07,2.82E-05,Pla2g4e,chr2,-,120166412,120245335,4477,protein_coding,phospholipase_A2_group_IVE,70,87,52,120,169,168,0.800783714,1.004262587,0.680147202,1.484852731,1.821293537,1.704001237
ENSMUSG00000079105,45.20961971,141.1050106,-1.0482,0.00060075,0.0069115,C7,chr15,-,4988762,5063773,2709,protein_coding,complement_component_7,60,53,30,144,40,224,1.13434858,1.011071782,0.648483479,2.944711264,0.712412158,3.75479933
ENSMUSG00000020821,5934.790038,12702.1581,-1.047,5.36E-15,1.44E-12,Kif1c,chr11,+,70700548,70731964,6684,protein_coding,kinesin_family_member_1C,6624,6461,5351,12791,12989,11228,50.75609119,49.9549381,46.87973808,106.0125517,93.76043464,76.28052635
ENSMUSG00000011257,3882.003142,8291.013411,-1.0467,1.28E-15,4.05E-13,Pabpc4,chr4,+,123262351,123298925,3166,protein_coding,poly(A)_binding_protein_cytoplasmic_4,3869,4193,3903,7966,8308,7966,62.58814869,68.44300629,72.1895455,139.3858289,126.6093892,114.2554986
ENSMUSG00000045045,215.5667535,489.0332953,-1.0453,2.44E-07,1.02E-05,Lrfn4,chr19,-,4611785,4615667,3194,protein_coding,leucine_rich_repeat_and_fibronectin_type_III_domain_containing_4,207,268,195,561,461,386,3.319248136,4.336256937,3.575084954,9.730097227,6.963800966,5.487823199
ENSMUSG00000100550,25.58477774,65.31787352,-1.0436,9.69E-05,0.001574,RP23-261G3.2,chr10,+,95336276,95363216,642,lincRNA,RIKEN_cDNA_2310039L15_gene,28,26,25,54,66,73,2.233712578,2.092923938,2.280298216,4.659592765,4.960086426,5.163397384
ENSMUSG00000025241,2122.58696,4528.601221,-1.0392,7.36E-14,1.49E-11,Fyco1,chr9,-,123789510,123851899,7692,protein_coding,FYVE_and_coiled-coil_domain_containing_1,2121,2406,2039,3140,5267,5131,14.12230801,16.16484233,15.52260539,22.61411534,33.03728723,30.29078005
ENSMUSG00000035849,184.8346202,400.7164121,-1.0366,2.66E-10,2.37E-08,Krt222,chr11,-,99232761,99244085,3072,protein_coding,keratin_222,179,221,173,364,386,426,2.984256209,3.717801409,3.297703146,6.56401255,6.062425709,6.297034984
ENSMUSG00000071648,147.20609,365.5284476,-1.0365,6.41E-05,0.0011261,Rom1,chr19,-,8927382,8929356,1526,protein_coding,rod_outer_segment_membrane_protein_1,143,144,163,512,226,290,4.799387215,4.876666806,6.25489088,18.58680137,7.145526626,8.629610272
ENSMUSG00000005469,3108.81184,6532.23748,-1.0322,6.72E-18,3.23E-15,Prkaca,chr8,+,83972978,83996445,2293,protein_coding,protein_kinase_cAMP_dependent_catalytic_alpha,3337,3224,3039,6054,6421,6671,74.53434484,72.66179191,77.60921884,146.2606814,135.1073424,132.109669
ENSMUSG00000047171,2.61757682,19.61032013,-1.0313,0.00095359,0.0098825,Helt,chr8,-,46292050,46294671,1530,protein_coding,helt_bHLH_transcription_factor,1,4,3,28,11,16,0.033474404,0.135108815,0.114819722,1.013808273,0.346881861,0.47487168
ENSMUSG00000039891,4009.614987,8366.783244,-1.0234,7.05E-18,3.28E-15,Txlnb,chr10,+,17796226,17845665,4422,protein_coding,taxilin_beta,4363,4174,3859,6292,9463,9137,50.53249727,48.78079028,51.10256592,78.82413366,103.2500898,93.82803151
ENSMUSG00000047205,428.1197732,913.2699105,-1.0217,1.52E-10,1.43E-08,Dusp18,chr11,+,3895240,3901296,4632,protein_coding,dual_specificity_phosphatase_18,501,385,432,695,948,1070,5.539536925,4.29543651,5.461373302,8.311999039,9.874613885,10.48969704
ENSMUSG00000038201,121.8115237,274.9945003,-1.0193,2.32E-06,6.90E-05,Kcna7,chr7,+,45405960,45411382,3494,protein_coding,potassium_voltage-gated_channel_shaker-related_subfamily_member_7,93,161,122,284,259,256,1.363214932,2.381321871,2.044671751,4.502820865,3.576491521,3.327091793
ENSMUSG00000043621,42.99641474,100.4880105,-1.0155,2.02E-05,0.00044245,Ubxn10,chr4,-,138709837,138737167,3304,protein_coding,UBX_domain_protein_10,49,53,33,80,116,102,0.759556925,0.828993177,0.584871646,1.341340936,1.693941028,1.401870354
ENSMUSG00000034258,59.41527945,133.11831,-1.0103,2.89E-06,8.35E-05,Mfsd7c,chr12,+,85746539,85813585,3435,protein_coding,major_facilitator_superfamily_domain_containing_7C,64,69,52,105,154,136,0.954239784,1.038095897,0.886468421,1.693369714,2.163088636,1.797876622
ENSMUSG00000053199,140.8290451,325.856607,-1.0102,2.20E-05,0.00047409,Arhgap20,chr9,+,51765337,51853856,7161,protein_coding,Rho_GTPase_activating_protein_20,155,153,129,146,435,413,1.108567931,1.104162218,1.054879138,1.129453648,2.930865708,2.618931241
ENSMUSG00000025745,13242.2494,27645.50563,-1.0088,4.03E-13,7.07E-11,Hadha,chr5,-,30118301,30155162,4020,protein_coding,hydroxyacyl-Coenzyme_A_dehydrogenase/3-ketoacyl-Coenzyme_A_thiolase/enoyl-Coenzyme_A_hydratase_(trifunctional_protein)_alpha_subunit,13844,13100,13751,26585,25893,28296,176.376136,168.4070886,200.3064323,366.3530757,310.7682589,319.6293945
ENSMUSG00000092397,185.9926713,406.7046695,-1.0067,2.83E-07,1.15E-05,C130080G10Rik,chr2,+,114054335,114064868,1844,antisense,RIKEN_cDNA_C130080G10_gene,205,216,159,441,428,309,5.693734746,6.053519696,5.049203498,13.24850589,11.19858598,7.609310064
ENSMUSG00000001508,1120.902683,2354.612736,-1.0062,3.87E-11,4.32E-09,Sgca,chr11,-,94962791,94976327,1724,protein_coding,sarcoglycan_alpha_(dystrophin-associated_glycoprotein),1199,1090,1157,2298,2093,2478,35.61936789,32.67415477,39.29911445,73.84175216,58.5750008,65.2697214
ENSMUSG00000024962,3409.872124,7093.024607,-1,3.77E-12,5.21E-10,Vegfb,chr19,-,6982473,6987651,1281,protein_coding,vascular_endothelial_growth_factor_B,3538,3339,3590,6617,6477,7673,141.453268,134.7045963,164.1088438,286.1549319,243.9524048,271.9967951
ENSMUSG00000024127,385.5750057,798.1273638,-0.99898,5.57E-13,9.25E-11,Prepl,chr17,-,85063477,85090267,3830,protein_coding,prolyl_endopeptidase-like,392,447,357,606,896,871,5.241934374,6.031479757,5.458283752,8.765225241,11.28728711,10.3268317
ENSMUSG00000027371,179.4473509,392.1243214,-0.99881,6.83E-07,2.47E-05,Fahd2a,chr2,-,127436215,127444565,1462,protein_coding,fumarylacetoacetate_hydrolase_domain_containing_2A,243,168,149,410,324,403,8.51261883,5.938503742,5.967955314,15.53551714,10.69246836,12.51714813
ENSMUSG00000031734,381.9541724,821.4592977,-0.98705,4.79E-07,1.81E-05,Irx3,chr8,-,91798525,91801916,2610,protein_coding,Iroquois_related_homeobox_3,448,373,361,963,683,712,8.791071112,7.385560326,8.099409579,20.4397232,12.6258473,12.38760089
ENSMUSG00000033751,136.4712152,326.2167831,-0.98565,0.00016299,0.0024217,Gadd45gip1,chr8,+,84831522,84835482,2494,protein_coding,growth_arrest_and_DNA-damage-inducible_gamma_interacting_protein_1,165,132,126,468,206,241,3.38837744,2.735222167,2.958426355,10.39533847,3.985209047,4.388017105
ENSMUSG00000016510,68.02250985,152.2666467,-0.9841,1.49E-05,0.00034179,Mtif3,chr5,-,146951573,146963800,4927,protein_coding,mitochondrial_translational_initiation_factor_3,69,84,59,164,149,128,0.717250426,0.881072912,0.701222941,1.84395584,1.45909659,1.179709633
ENSMUSG00000040018,360.4437216,735.3803915,-0.983,1.78E-13,3.40E-11,Cox15,chr19,-,43733254,43753000,4798,protein_coding,cytochrome_c_oxidase_assembly_protein_15,381,399,337,587,832,761,4.066951736,4.297617678,4.112977408,6.777461951,8.366492364,7.202315328
ENSMUSG00000036099,315.1405312,644.7533716,-0.98254,1.43E-12,2.27E-10,Vezt,chr10,-,93939165,94035817,11138,protein_coding,vezatin_adherens_junctions_transmembrane_protein,350,325,300,547,656,699,1.609404151,1.507965039,1.577250624,2.720629127,2.841691722,2.849821644
ENSMUSG00000097652,1425.472251,2989.55647,-0.98243,1.79E-08,1.01E-06,D830015G02Rik,chr14,+,54968678,54974349,828,antisense,myosin_heavy_chain_associated_RNA_transcript,1463,1333,1564,1906,3688,3387,90.49368547,83.19839303,110.6096654,127.5210236,214.902225,185.7516064
ENSMUSG00000056665,150.4537595,324.0215254,-0.9812,1.25E-06,4.10E-05,Them6,chr15,+,74721204,74724639,1784,protein_coding,thioesterase_superfamily_member_6,185,126,152,334,321,287,5.311059475,3.649982821,4.989251594,10.3714827,8.681415026,7.305244653
ENSMUSG00000001027,146.2376,334.2910111,-0.97873,6.88E-05,0.0011929,Scn4a,chr11,-,106318592,106353288,6598,protein_coding,sodium_channel_voltage-gated_type_IV_alpha,77,189,178,277,392,320,0.597699236,1.480350717,1.579771803,2.325716041,2.866514165,2.202345166
ENSMUSG00000051000,310.3217782,637.1365496,-0.97351,4.00E-10,3.33E-08,Fam160a1,chr3,-,85660061,85746266,4445,protein_coding,family_with_sequence_similarity_160_member_A1,341,323,296,492,620,778,3.92904407,3.755310767,3.89947924,6.131723572,6.7297706,7.947957755
ENSMUSG00000062093,44.12515835,100.0269209,-0.97178,6.62E-05,0.0011565,Gm10110,chr14,-,89896223,89898466,2169,protein_coding,predicted_gene_10110,50,42,44,95,112,86,1.180632513,1.000702221,1.187899751,2.426349083,2.491373307,1.800473019
ENSMUSG00000075324,94.66592207,202.3570466,-0.97042,1.50E-06,4.83E-05,Fign,chr2,-,63971507,64098038,9734,protein_coding,fidgetin,101,122,74,159,250,192,0.531415623,0.647714492,0.445171184,0.904888383,1.239164614,0.895689752
ENSMUSG00000022797,470.074476,985.587778,-0.97016,1.17E-07,5.26E-06,Tfrc,chr16,+,32608920,32632794,4890,protein_coding,transferrin_receptor,571,467,422,1112,892,837,5.980417939,4.935408978,5.053476595,12.59752296,8.801087355,7.772564188
ENSMUSG00000030861,1024.831557,2096.995496,-0.9682,4.25E-10,3.49E-08,Acadsb,chr7,+,131410601,131446211,3348,protein_coding,acyl-Coenzyme_A_dehydrogenase_short/branched_chain,1299,1017,877,1419,2442,2416,19.87137816,15.69822787,15.33913292,23.47935578,35.1917243,32.76869899
ENSMUSG00000034105,115.5002867,251.8311435,-0.96657,1.14E-05,0.00027338,Tldc1,chr8,-,119760587,119778416,2574,protein_coding,TBC/LysM_associated_domain_containing_1,117,128,112,295,212,216,2.327992654,2.569901941,2.547980775,6.348961651,3.973815091,3.810596173
ENSMUSG00000030826,1101.200388,2249.571831,-0.96631,3.61E-10,3.07E-08,Bcat2,chr7,+,45570153,45589710,2081,protein_coding,branched_chain_aminotransferase_2_mitochondrial,1356,1016,1036,2211,2039,2310,33.37274237,25.23113301,29.15240186,58.85805315,47.27434082,50.40662477
ENSMUSG00000030091,40.27618089,92.2848714,-0.96564,0.00010347,0.0016581,Nup210,chr6,-,91013068,91116829,7037,protein_coding,nucleoporin_210,42,56,29,79,91,102,0.305679297,0.411259176,0.24132211,0.621911762,0.623927572,0.65820373
ENSMUSG00000032363,327.2568125,661.4158497,-0.96442,5.60E-12,7.52E-10,Adamts7,chr9,+,90163069,90208071,5379,protein_coding,a_disintegrin-like_and_metallopeptidase_(reprolysin_type)_with_thrombospondin_type_1_motif_7,373,351,293,520,687,754,3.551497996,3.372257254,3.189721332,5.355389094,6.162196303,6.36528011
ENSMUSG00000061322,9.008361781,29.16118838,-0.9644,0.0021834,0.019045,Dnaic1,chr4,+,41569775,41638158,2510,protein_coding,dynein_axonemal_intermediate_chain_1,11,9,8,33,25,26,0.224451881,0.185303624,0.186639229,0.728332096,0.480558899,0.470378372
ENSMUSG00000023094,477.9721238,969.8724227,-0.95942,2.76E-10,2.40E-08,Msrb2,chr2,+,19371440,19394976,1196,protein_coding,methionine_sulfoxide_reductase_B2,482,515,477,946,882,1002,20.64049674,22.25313357,23.35467705,43.81766061,35.58096658,38.04383244
ENSMUSG00000030612,361.8489492,750.8768545,-0.95663,1.90E-07,8.10E-06,Mrpl46,chr7,-,78775236,78783531,1111,protein_coding,mitochondrial_ribosomal_protein_L46,392,360,363,833,652,682,18.07075486,16.74571005,19.13283089,41.53556983,28.31482443,27.8752027
ENSMUSG00000060981,195.4680846,425.1686048,-0.95388,2.53E-05,0.00053226,Hist1h4h,chr13,+,23531050,23531522,473,protein_coding,histone_cluster_1_H4h,201,203,198,529,299,384,21.76402435,22.1794117,24.51267552,61.95605573,30.49933596,36.86530251
ENSMUSG00000059408,10.32018548,34.58584407,-0.95239,0.0026565,0.02219,Mrgprh,chr17,+,12876034,12877842,1809,protein_coding,MAS-related_GPR_member_H,4,18,10,38,34,28,0.113246741,0.514220118,0.323704025,1.163681849,0.906819158,0.702857337
ENSMUSG00000030035,604.8984126,1213.503779,-0.95218,1.33E-11,1.65E-09,Wbp1,chr6,-,83119044,83121559,2046,protein_coding,WW_domain_binding_protein_1,686,643,549,1180,1114,1248,17.17207485,16.24128805,15.71279274,31.94961347,26.26998942,27.69852702
ENSMUSG00000034842,2348.800112,4798.52529,-0.95006,2.96E-08,1.57E-06,Art3,chr5,+,92331827,92414628,1815,protein_coding,ADP-ribosyltransferase_3,3242,2132,1954,3343,4946,6036,91.48305679,60.70517234,63.0426698,102.0349551,131.4794319,151.0150811
ENSMUSG00000074521,39.65694384,89.74614917,-0.94966,0.00019227,0.0027544,Gm14327,chr2,+,177897096,177905784,1451,protein_coding,predicted_gene_14327,36,45,41,59,103,107,1.270689305,1.602729485,1.654638446,2.252546835,3.424917768,3.348606251
ENSMUSG00000038936,555.6030841,1105.209171,-0.94736,5.13E-13,8.64E-11,Sccpdh,chr1,+,179668210,179687189,3561,protein_coding,saccharopine_dehydrogenase_(putative),685,599,453,920,1148,1197,9.851965544,8.693005894,7.449255927,14.31215675,15.55429211,15.26405405
ENSMUSG00000029557,97.60107908,208.6736528,-0.94702,1.22E-05,0.00029089,Ftsj2,chr5,-,140327674,140331898,1443,protein_coding,FtsJ_homolog_2_(E._coli),105,109,89,234,195,173,3.726724208,3.903689731,3.611688966,8.983359024,6.520015326,5.444117505
ENSMUSG00000086245,33.85850822,82.10266319,-0.94627,0.00075374,0.0082565,Gm16170,chr11,-,48843648,48853493,3754,processed_transcript,predicted_gene_16170,25,43,36,45,88,115,0.341075109,0.591955844,0.561558363,0.664060237,1.131015978,1.391077386
ENSMUSG00000046997,63.18040768,149.733012,-0.94622,0.00050172,0.0060632,Spsb4,chr9,-,96943482,97018843,2944,protein_coding,splA/ryanodine_receptor_domain_and_SOCS_box_containing_4,53,64,75,199,109,116,0.922024265,1.123459171,1.491798357,3.744591966,1.786360177,1.78923713
ENSMUSG00000029128,659.9516613,1315.858156,-0.9455,2.42E-11,2.82E-09,Rab28,chr5,-,41624976,41708155,1636,protein_coding,RAB28_member_RAS_oncogene_family,636,693,697,1103,1346,1436,19.9103137,21.89097276,24.94802356,37.34921201,39.69557497,39.85830801
ENSMUSG00000014606,5107.020888,10192.91635,-0.94277,7.41E-11,7.89E-09,Slc25a11,chr11,-,70644196,70647479,1711,protein_coding,solute_carrier_family_25_(mitochondrial_carrier_oxoglutarate_carrier)_member_11,5286,5229,5205,10235,9252,10187,158.2273067,157.9369539,178.138336,331.3805908,260.8951171,270.3609819
ENSMUSG00000070056,515.4342565,1020.333554,-0.94028,1.25E-12,2.05E-10,Mfhas1,chr8,+,35587798,35679449,6408,protein_coding,malignant_fibrous_histiocytoma_amplified_sequence_1,516,616,469,928,1016,1051,4.124121818,4.967905596,4.285850388,8.022591954,7.649825722,7.447798723
ENSMUSG00000049038,117.1186103,240.5427616,-0.9327,1.72E-06,5.39E-05,Mterfd3,chr10,-,85119435,85128027,1565,protein_coding,mitochondrial_transcription_termination_factor_2,144,101,116,198,245,268,4.712511648,3.335202113,4.34040559,7.008742088,7.553219033,7.776213404
ENSMUSG00000041740,3675.766094,7181.682406,-0.93047,1.18E-14,2.80E-12,Rnf10,chr5,-,115241412,115272898,3476,protein_coding,ring_finger_protein_10,4038,3816,3515,6786,7000,7232,59.49641986,56.73404171,59.21506746,108.1492017,97.16248386,94.47705955
ENSMUSG00000025938,123.4592127,251.1301215,-0.93021,8.49E-07,2.95E-05,Slco5a1,chr1,-,12866549,12992650,8509,protein_coding,solute_carrier_organic_anion_transporter_family_member_5A1,126,123,130,191,298,258,0.758396479,0.747036313,0.894646558,1.243495088,1.689732965,1.376857202
ENSMUSG00000075027,103.2335855,216.2217125,-0.9302,1.56E-05,0.00035397,4631405J19Rik,chr2,+,93027956,93044732,2909,processed_transcript,RIKEN_cDNA_4631405J19_gene,78,124,114,186,210,241,1.373267582,2.202891409,2.294815618,3.542080715,3.483019531,3.762019477
ENSMUSG00000026202,5983.107001,11912.11113,-0.9288,3.67E-09,2.55E-07,Tuba4a,chr1,-,75214228,75219865,2840,protein_coding,tubulin_alpha_4A,5964,5984,6397,12293,11730,10603,107.5532606,108.8900934,131.8999641,239.7887325,199.2782994,169.5345195
ENSMUSG00000035606,262.3546461,537.4487626,-0.92829,1.67E-06,5.30E-05,Ky,chr9,+,102505750,102546239,5837,protein_coding,kyphoscoliosis_peptidase,201,347,262,521,568,482,1.763642885,3.072238356,2.628441193,4.944669405,4.695036563,3.74977374
ENSMUSG00000055493,324.3070213,643.3299266,-0.92757,1.27E-09,9.47E-08,Epm2a,chr10,+,11343404,11459644,3287,protein_coding,epilepsy_progressive_myoclonic_epilepsy_type_2_gene_alpha,299,410,298,576,661,654,4.658818278,6.44613324,5.308883887,9.707603058,9.702465156,9.03495019
